id,texture,width,height,x,y
helm_cloth_mask,ui\ui_icon_equipment,100,100,4000,0
helm_exo,ui\ui_icon_equipment,100,100,4000,900
helm_hardhat,ui\ui_icon_equipment,100,100,4000,400
helm_hardhat_snag,ui\ui_icon_equipment,100,100,4000,400
helm_m40,ui\ui_icon_equipment,100,100,3900,400
helm_m50,ui\ui_icon_equipment,100,100,3900,700
helm_metro,ui\ui_icon_equipment,100,100,4000,1000
helm_ppm88,ui\ui_icon_equipment,100,100,3900,600
helm_protective,ui\ui_icon_equipment,100,100,3900,500
helm_ranger,ui\ui_icon_equipment,100,100,3900,800
helm_resp,ui\ui_icon_equipment,100,100,3900,0
helm_respirator,ui\ui_icon_equipment,100,100,3900,100
helm_respirator_gp5,ui\ui_icon_equipment,100,100,3900,300
helm_respirator_old,ui\ui_icon_equipment,100,100,3900,200
helm_rp_bala,ui\ui_icon_equipment,100,100,4000,100
helm_spartan,ui\ui_icon_equipment,100,100,4000,1100
helm_tactic,ui\ui_icon_equipment,100,100,4000,500
hybrid_outfit,ui\ui_crepis_helmetless,100,150,1600,450
isg_camo_outfit,ui\ui_icon_equipment,100,150,4500,1050
isg_exo_outfit,ui\ui_crepis_helmetless,100,150,1100,600
isg_exolight_outfit,ui\ui_crepis_helmetless,100,150,600,0
isg_lcs_camo_outfit,ui\ui_icon_equipment,100,150,4600,2100
isg_lcs_outfit,ui\ui_icon_equipment,100,150,4600,1950
isg_lcs_urban_outfit,ui\ui_icon_equipment,100,150,4600,2250
isg_nosorog_outfit,ui\ui_crepis_helmetless,100,150,500,750
isg_outfit,ui\ui_icon_equipment,100,150,4500,900
isg_proto_exo_outfit,ui\ui_icon_equipment,100,150,5200,1200
isg_scientific_outfit,ui\ui_crepis_helmetless,100,150,1000,450
light_dolg_outfit,ui\ui_icon_equipment,100,150,4900,600
light_freedom_outfit,ui\ui_icon_equipment,100,150,4900,750
light_isg_outfit,ui\ui_icon_equipment,100,150,4900,900
light_loner_outfit,ui\ui_icon_equipment,100,150,4900,450
light_merc_outfit,ui\ui_icon_equipment,100,150,4900,0
light_monolit_outfit,ui\ui_icon_equipment,100,150,4900,150
light_voen_outfit,ui\ui_icon_equipment,100,150,4900,300
merc_ace_outfit,ui\ui_icon_equipment,100,150,5400,1800
merc_combat_scientific_outfit,ui\ui_crepis_helmetless,100,150,1200,450
merc_coyote_outfit,ui\ui_icon_equipment,100,150,4600,450
merc_exo_outfit,ui\ui_crepis_helmetless,100,150,300,600
merc_exolight_outfit,ui\ui_crepis_helmetless,100,150,1000,0
merc_fighter_outfit,ui\ui_icon_equipment,100,150,4600,150
merc_jackal_outfit,ui\ui_icon_equipment,100,150,4600,300
merc_nighthunter_outfit,ui\ui_icon_equipment,100,150,4500,750
merc_nosorog_outfit,ui\ui_crepis_helmetless,100,150,200,750
merc_outfit,ui\ui_icon_equipment,100,150,4600,0
merc_scientific_armored_outfit,ui\ui_crepis_helmetless,100,150,1400,450
merc_scientific_outfit,ui\ui_crepis_helmetless,100,150,200,450
merc_scout_outfit,ui\ui_icon_equipment,100,150,4600,750
merc_sun_outfit,ui\ui_icon_equipment,100,150,4500,450
merc_sunset_outfit,ui\ui_icon_equipment,100,150,4600,900
merc_wolven_outfit,ui\ui_icon_equipment,100,150,4500,600
military_bandit_outfit,ui\ui_icon_equipment,100,150,5100,300
military_exo_outfit,ui\ui_crepis_helmetless,100,150,600,600
military_exolight_outfit,ui\ui_crepis_helmetless,100,150,400,0
military_freedom_outfit,ui\ui_icon_equipment,100,150,5100,600
military_merc_outfit,ui\ui_icon_equipment,100,150,5100,150
military_monolit_outfit,ui\ui_icon_equipment,100,150,5100,450
military_outfit,ui\ui_icon_equipment,100,150,5100,0
military_proto_exo_outfit,ui\ui_icon_equipment,100,150,5200,450
military_sky_outfit,ui\ui_icon_equipment,100,150,5100,750
monolith_exo_outfit,ui\ui_crepis_helmetless,100,150,400,600
monolith_exolight_outfit,ui\ui_crepis_helmetless,100,150,300,0
monolith_nbc_outfit,ui\ui_crepis_helmetless,100,150,400,150
monolith_nosorog_outfit,ui\ui_crepis_helmetless,100,150,400,750
monolith_outfit,ui\ui_icon_equipment,100,150,4500,150
monolith_proto_exo_outfit,ui\ui_icon_equipment,100,150,5200,750
monolith_scientific_light_outfit,ui\ui_crepis_helmetless,100,150,600,450
monolith_scientific_outfit,ui\ui_crepis_helmetless,100,150,900,450
monolith_trenchcoat_outfit,ui\ui_icon_equipment,100,150,4200,750
nbc_dolg_outfit,ui\ui_crepis_helmetless,100,150,300,150
nbc_freedom_outfit,ui\ui_crepis_helmetless,100,150,200,150
nbc_merc_outfit,ui\ui_crepis_helmetless,100,150,600,150
nbc_outfit,ui\ui_crepis_helmetless,100,150,0,150
nomad_outfit,ui\ui_icon_equipment,100,150,4300,0
novice_outfit,ui\ui_icon_equipment,100,100,4100,0
novice_outfit_camo,ui\ui_icon_equipment,100,100,4100,100
novice_outfit_tourist,ui\ui_icon_equipment,100,100,4100,200
prt_o_ballistic_1,ui\ui_armor_parts_icons,50,50,400,0
prt_o_ballistic_10,ui\ui_armor_parts_icons,50,50,200,200
prt_o_ballistic_11,ui\ui_armor_parts_icons,50,50,400,250
prt_o_ballistic_12,ui\ui_armor_parts_icons,50,50,450,250
prt_o_ballistic_13,ui\ui_armor_parts_icons,50,50,150,300
prt_o_ballistic_14,ui\ui_armor_parts_icons,50,50,200,300
prt_o_ballistic_15,ui\ui_armor_parts_icons,50,50,150,350
prt_o_ballistic_16,ui\ui_armor_parts_icons,50,50,200,350
prt_o_ballistic_17,ui\ui_armor_parts_icons,50,50,400,400
prt_o_ballistic_18,ui\ui_armor_parts_icons,50,50,200,400
prt_o_ballistic_19,ui\ui_armor_parts_icons,50,50,150,450
prt_o_ballistic_2,ui\ui_armor_parts_icons,50,50,450,0
prt_o_ballistic_20,ui\ui_armor_parts_icons,50,50,200,450
prt_o_ballistic_3,ui\ui_armor_parts_icons,50,50,400,50
prt_o_ballistic_4,ui\ui_armor_parts_icons,50,50,450,50
prt_o_ballistic_5,ui\ui_armor_parts_icons,50,50,150,100
prt_o_ballistic_6,ui\ui_armor_parts_icons,50,50,200,100
prt_o_ballistic_7,ui\ui_armor_parts_icons,50,50,400,150
prt_o_ballistic_8,ui\ui_armor_parts_icons,50,50,450,150
prt_o_ballistic_9,ui\ui_armor_parts_icons,50,50,150,200
prt_o_fabrics_1,ui\ui_armor_parts_icons,50,50,0,0
prt_o_fabrics_2,ui\ui_armor_parts_icons,50,50,0,50
prt_o_fabrics_3,ui\ui_armor_parts_icons,50,50,0,100
prt_o_fabrics_4,ui\ui_armor_parts_icons,50,50,0,150
prt_o_retardant_1,ui\ui_armor_parts_icons,50,50,50,0
prt_o_retardant_10,ui\ui_armor_parts_icons,50,50,350,200
prt_o_retardant_11,ui\ui_armor_parts_icons,50,50,300,250
prt_o_retardant_12,ui\ui_armor_parts_icons,50,50,350,250
prt_o_retardant_13,ui\ui_armor_parts_icons,50,50,50,300
prt_o_retardant_14,ui\ui_armor_parts_icons,50,50,100,300
prt_o_retardant_15,ui\ui_armor_parts_icons,50,50,300,350
prt_o_retardant_16,ui\ui_armor_parts_icons,50,50,350,350
prt_o_retardant_17,ui\ui_armor_parts_icons,50,50,50,400
prt_o_retardant_18,ui\ui_armor_parts_icons,50,50,100,400
prt_o_retardant_19,ui\ui_armor_parts_icons,50,50,300,450
prt_o_retardant_2,ui\ui_armor_parts_icons,50,50,100,0
prt_o_retardant_20,ui\ui_armor_parts_icons,50,50,350,450
prt_o_retardant_3,ui\ui_armor_parts_icons,50,50,300,50
prt_o_retardant_4,ui\ui_armor_parts_icons,50,50,350,50
prt_o_retardant_5,ui\ui_armor_parts_icons,50,50,50,100
prt_o_retardant_6,ui\ui_armor_parts_icons,50,50,100,100
prt_o_retardant_7,ui\ui_armor_parts_icons,50,50,50,150
prt_o_retardant_8,ui\ui_armor_parts_icons,50,50,100,150
prt_o_retardant_9,ui\ui_armor_parts_icons,50,50,300,200
prt_o_support_1,ui\ui_icon_equipment,100,50,3550,2600
prt_w_barrel_1,ui\ui_tisk_weapon_parts,150,50,350,0
prt_w_barrel_10,ui\ui_tisk_weapon_parts,150,50,350,450
prt_w_barrel_11,ui\ui_tisk_weapon_parts,150,50,350,500
prt_w_barrel_12,ui\ui_tisk_weapon_parts,150,50,350,550
prt_w_barrel_13,ui\ui_tisk_weapon_parts,150,50,350,600
prt_w_barrel_2,ui\ui_tisk_weapon_parts,150,50,350,50
prt_w_barrel_3,ui\ui_tisk_weapon_parts,150,50,350,100
prt_w_barrel_4,ui\ui_tisk_weapon_parts,150,50,350,150
prt_w_barrel_5,ui\ui_tisk_weapon_parts,150,50,350,200
prt_w_barrel_6,ui\ui_tisk_weapon_parts,150,50,350,250
prt_w_barrel_7,ui\ui_tisk_weapon_parts,150,50,350,300
prt_w_barrel_8,ui\ui_tisk_weapon_parts,150,50,350,350
prt_w_barrel_9,ui\ui_tisk_weapon_parts,150,50,350,400
prt_w_bolt_1,ui\ui_tisk_weapon_parts,50,50,200,0
prt_w_bolt_10,ui\ui_tisk_weapon_parts,50,50,200,450
prt_w_bolt_11,ui\ui_tisk_weapon_parts,50,50,200,500
prt_w_bolt_12,ui\ui_tisk_weapon_parts,50,50,200,550
prt_w_bolt_13,ui\ui_tisk_weapon_parts,50,50,200,600
prt_w_bolt_14,ui\ui_tisk_weapon_parts,50,50,250,500
prt_w_bolt_15,ui\ui_tisk_weapon_parts,50,50,300,550
prt_w_bolt_16,ui\ui_tisk_weapon_parts,50,50,250,550
prt_w_bolt_17,ui\ui_tisk_weapon_parts,50,50,250,600
prt_w_bolt_2,ui\ui_tisk_weapon_parts,50,50,200,50
prt_w_bolt_3,ui\ui_tisk_weapon_parts,50,50,200,100
prt_w_bolt_4,ui\ui_tisk_weapon_parts,50,50,200,150
prt_w_bolt_5,ui\ui_tisk_weapon_parts,50,50,200,200
prt_w_bolt_6,ui\ui_tisk_weapon_parts,50,50,200,250
prt_w_bolt_7,ui\ui_tisk_weapon_parts,50,50,200,300
prt_w_bolt_8,ui\ui_tisk_weapon_parts,50,50,200,350
prt_w_bolt_9,ui\ui_tisk_weapon_parts,50,50,200,400
prt_w_bolt_carrier_1,ui\ui_tisk_weapon_parts,50,50,250,0
prt_w_bolt_carrier_10,ui\ui_tisk_weapon_parts,50,50,250,450
prt_w_bolt_carrier_11,ui\ui_tisk_weapon_parts,50,50,300,500
prt_w_bolt_carrier_2,ui\ui_tisk_weapon_parts,50,50,250,50
prt_w_bolt_carrier_3,ui\ui_tisk_weapon_parts,50,50,250,100
prt_w_bolt_carrier_4,ui\ui_tisk_weapon_parts,50,50,250,150
prt_w_bolt_carrier_5,ui\ui_tisk_weapon_parts,50,50,250,200
prt_w_bolt_carrier_6,ui\ui_tisk_weapon_parts,50,50,250,250
prt_w_bolt_carrier_7,ui\ui_tisk_weapon_parts,50,50,250,300
prt_w_bolt_carrier_8,ui\ui_tisk_weapon_parts,50,50,250,350
prt_w_bolt_carrier_9,ui\ui_tisk_weapon_parts,50,50,250,400
prt_w_gas_tube_1,ui\ui_tisk_weapon_parts,50,50,300,0
prt_w_gas_tube_10,ui\ui_tisk_weapon_parts,50,50,300,450
prt_w_gas_tube_11,ui\ui_tisk_weapon_parts,50,50,300,600
prt_w_gas_tube_2,ui\ui_tisk_weapon_parts,50,50,300,50
prt_w_gas_tube_3,ui\ui_tisk_weapon_parts,50,50,300,100
prt_w_gas_tube_4,ui\ui_tisk_weapon_parts,50,50,300,150
prt_w_gas_tube_5,ui\ui_tisk_weapon_parts,50,50,300,200
prt_w_gas_tube_6,ui\ui_tisk_weapon_parts,50,50,300,250
prt_w_gas_tube_7,ui\ui_tisk_weapon_parts,50,50,300,300
prt_w_gas_tube_8,ui\ui_tisk_weapon_parts,50,50,300,350
prt_w_gas_tube_9,ui\ui_tisk_weapon_parts,50,50,300,400
prt_w_p_barrel_1,ui\ui_tisk_weapon_parts,50,50,100,0
prt_w_p_barrel_2,ui\ui_tisk_weapon_parts,50,50,100,50
prt_w_p_barrel_3,ui\ui_tisk_weapon_parts,50,50,100,100
prt_w_p_barrel_4,ui\ui_tisk_weapon_parts,50,50,100,150
prt_w_p_barrel_5,ui\ui_tisk_weapon_parts,50,50,100,200
prt_w_p_barrel_6,ui\ui_tisk_weapon_parts,50,50,100,250
prt_w_p_barrel_7,ui\ui_tisk_weapon_parts,50,50,100,300
prt_w_p_spring_1,ui\ui_tisk_weapon_parts,50,50,0,0
prt_w_p_spring_2,ui\ui_tisk_weapon_parts,50,50,0,50
prt_w_p_spring_3,ui\ui_tisk_weapon_parts,50,50,0,100
prt_w_p_spring_4,ui\ui_tisk_weapon_parts,50,50,0,150
prt_w_p_spring_5,ui\ui_tisk_weapon_parts,50,50,0,200
prt_w_p_spring_6,ui\ui_tisk_weapon_parts,50,50,0,250
prt_w_p_trigger_1,ui\ui_tisk_weapon_parts,50,50,50,0
prt_w_p_trigger_2,ui\ui_tisk_weapon_parts,50,50,50,50
prt_w_p_trigger_3,ui\ui_tisk_weapon_parts,50,50,50,100
prt_w_p_trigger_4,ui\ui_tisk_weapon_parts,50,50,50,150
prt_w_trigger_components_1,ui\ui_tisk_weapon_parts,50,50,150,0
prt_w_trigger_components_2,ui\ui_tisk_weapon_parts,50,50,150,50
prt_w_trigger_components_3,ui\ui_tisk_weapon_parts,50,50,150,100
prt_w_trigger_components_4,ui\ui_tisk_weapon_parts,50,50,150,150
prt_w_trigger_components_5,ui\ui_tisk_weapon_parts,50,50,150,200
prt_w_trigger_components_6,ui\ui_tisk_weapon_parts,50,50,150,250
redline_novice_outfit,ui\ui_icon_equipment,100,100,4100,1000
renegade_exo_outfit,ui\ui_crepis_helmetless,100,150,900,600
renegade_scientific_outfit,ui\ui_crepis_helmetless,100,150,1100,450
renegademerc_outfit,ui\ui_icon_equipment,100,150,4600,1800
scientific_outfit,ui\ui_crepis_helmetless,100,150,0,450
specops_bandit_outfit,ui\ui_icon_equipment,100,150,4800,550
specops_dolg_outfit,ui\ui_icon_equipment,100,150,4800,250
specops_merc_outfit,ui\ui_icon_equipment,100,150,4800,700
specops_outfit,ui\ui_icon_equipment,100,150,4800,100
stalker_autumn_outfit,ui\ui_icon_equipment,100,150,4400,1650
stalker_bear_outfit,ui\ui_icon_equipment,100,150,4400,750
stalker_drought_outfit,ui\ui_icon_equipment,100,150,4400,1350
stalker_graphite_outfit,ui\ui_icon_equipment,100,150,4400,1050
stalker_outfit,ui\ui_icon_equipment,100,150,4400,0
stalker_predator_outfit,ui\ui_icon_equipment,100,150,4400,1500
stalker_proto_exo_outfit,ui\ui_icon_equipment,100,150,5200,0
stalker_salamander_outfit,ui\ui_icon_equipment,100,150,4400,900
stalker_tigerstripe_outfit,ui\ui_icon_equipment,100,150,4400,1200
svoboda_exo_outfit,ui\ui_crepis_helmetless,100,150,100,600
svoboda_exolight_outfit,ui\ui_crepis_helmetless,100,150,100,0
svoboda_heavy_outfit,ui\ui_icon_equipment,100,150,4800,850
svoboda_heavy_outfit_2,ui\ui_icon_equipment,100,150,4700,450
svoboda_light_outfit,ui\ui_icon_equipment,100,150,4500,0
svoboda_light_proto_exo_outfit,ui\ui_icon_equipment,100,150,5200,150
svoboda_novice_outfit,ui\ui_icon_equipment,100,100,4100,700
svoboda_scientific_outfit,ui\ui_crepis_helmetless,100,150,300,450
travel_outfit,ui\ui_icon_equipment,100,150,4300,300
trenchcoat_brown_outfit,ui\ui_icon_equipment,100,150,4200,150
trenchcoat_dolg_brown_outfit,ui\ui_icon_equipment,100,150,4200,450
trenchcoat_freedom_brown_outfit,ui\ui_icon_equipment,100,150,4200,600
trenchcoat_green_outfit,ui\ui_icon_equipment,100,150,4200,900
trenchcoat_outfit,ui\ui_icon_equipment,100,150,4200,0
wastelander_outfit,ui\ui_crepis_helmetless,100,150,700,150
wpn_9a91,ui\ui_crepis_ninefamilyguns,200,100,50,0
wpn_abakan,ui\ui_icon_bas,250,100,150,500
wpn_abakan_n,ui\ui_icon_bas,250,100,150,500
wpn_ace21,ui\ui_icon_ace52,250,100,0,0
wpn_ace52,ui\ui_icon_ace52,250,100,0,0
wpn_adar2_15,ui\ui_icon_bas,250,100,450,1800
wpn_aek,ui\ui_icon_equipment,250,100,1000,600
wpn_ak,ui\ui_icon_equipment,250,100,1250,900
wpn_ak101,ui\ui_icon_equipment,250,100,1750,500
wpn_ak101_camo,ui\ui_icon_equipment,250,100,1750,600
wpn_ak102,ui\ui_icon_equipment,250,100,1750,500
wpn_ak103,ui\ui_icon_equipment,250,100,1500,600
wpn_ak103_camo,ui\ui_icon_equipment,250,100,1500,700
wpn_ak104,ui\ui_icon_bas,250,100,400,900
wpn_ak104_alfa,ui\ui_icon_bas,250,100,400,900
wpn_ak105,ui\ui_icon_equipment,250,100,1000,1100
wpn_ak105_shakal,ui\ui_icon_ak105_redo,250,100,0,0
wpn_ak105_sp,ui\ui_icon_bas,200,100,400,200
wpn_ak105_swamp,ui\ui_icon_ak105_redo,250,100,0,100
wpn_ak12,ui\ui_icon_bas,250,100,150,400
wpn_ak12_custom,ui\ui_icon_bas,250,100,850,0
wpn_ak12_custom_mono_kit,ui\ui_icon_bas,250,100,850,100
wpn_ak12_m1,ui\ui_icon_bas,250,100,150,400
wpn_ak5c_bas,ui\ui_new_ak5c,250,100,0,0
wpn_ak5c_bas_5c_tik,ui\ui_new_ak5c,250,100,0,100
wpn_ak5c_isg,ui\ui_icon_bas,250,100,800,1100
wpn_ak74,ui\ui_icon_equipment,250,100,1000,0
wpn_ak74_isg,ui\ui_icon_isg_ak,250,100,0,200
wpn_ak74_n,ui\ui_icon_bas,250,100,600,800
wpn_ak74_pmc,ui\ui_icon_bas,250,100,150,300
wpn_ak74m,ui\ui_icon_equipment,250,100,1500,0
wpn_ak74m_beard,ui\ui_icon_bas,250,100,150,0
wpn_ak74m_camo,ui\ui_icon_equipment,250,100,1500,0
wpn_ak74m_n,ui\ui_icon_bas,250,100,850,500
wpn_ak74u,ui\ui_icon_equipment,200,100,2000,2900
wpn_ak74u_isg,ui\ui_icon_isg_ak,200,100,0,0
wpn_ak74u_m1_isg,ui\ui_icon_isg_ak,200,100,0,100
wpn_ak74u_n1,ui\ui_icon_bas,200,100,400,500
wpn_ak74u_tac,ui\ui_icon_bas,200,100,400,300
wpn_akm,ui\ui_icon_equipment,250,100,1750,0
wpn_akm_alfa,ui\ui_icon_alfa,250,100,0,0
wpn_akm_bas,ui\ui_icon_bas,250,100,900,1300
wpn_akm_isg,ui\ui_icon_isg_ak,250,100,0,300
wpn_akms,ui\ui_icon_equipment,250,100,1750,200
wpn_akms_alt,ui\ui_icon_equipment,250,100,1750,300
wpn_akms_bas,ui\ui_icon_bas,250,100,400,1500
wpn_aks,ui\ui_icon_equipment,250,100,1250,1000
wpn_aks74_new,ui\ui_icon_equipment,250,100,1000,0
wpn_am17,ui\rwapam17_weapon_icons,250,100,0,0
wpn_amb17,ui\rwapam17_weapon_icons,250,100,0,100
wpn_aps,ui\ui_icon_equipment,100,50,3850,3900
wpn_aps_bas,ui\ui_icon_bas,100,50,3300,50
wpn_aps_bas_apsabigo,ui\ui_icon_bas,100,50,3100,500
wpn_ar15_freedom,ui\ui_icon_bas,250,100,150,1600
wpn_ash12,ui\ui_icons_shak12,200,100,0,0
wpn_ash12_sup,ui\ui_icons_shak12,250,100,0,100
wpn_aug,ui\ui_icon_aug_a1,250,100,0,0
wpn_aug_a1_bas,ui\ui_icon_bas,250,100,150,1000
wpn_aug_a1_custom_bas,ui\ui_icon_bas,200,100,400,1000
wpn_aug_a3,ui\ui_icon_equipment,250,100,2050,3700
wpn_aug_a3_bas,ui\ui_icon_bas,250,100,650,900
wpn_aug_a3_custom_bas,ui\ui_icon_bas,200,100,900,900
wpn_aug_freedom,ui\ui_icon_aug_9mm,250,100,0,0
wpn_aug_merc,ui\ui_icon_aug_thales,250,100,0,0
wpn_aug_modern,ui\ui_icon_aug_a1,250,100,0,0
wpn_benelli_m1014,ui\ui_icon_benelli_m1014,300,100,0,0
wpn_beretta,ui\remademeowie_icon,100,50,300,250
wpn_beretta_camo,ui\ui_icon_px4,100,50,0,50
wpn_bizon,ui\ui_icon_bizon,200,100,50,50
wpn_bm16,ui\ui_icon_equipment,150,50,2350,2750
wpn_bm16_alt,ui\ui_icon_equipment,150,50,2350,2800
wpn_bm16_full,ui\ui_icon_equipment,250,50,1500,1500
wpn_bm16_full_alt,ui\ui_icon_equipment,250,50,1500,1550
wpn_bm16_full_alt_23,ui\ui_icon_equipment,250,50,1500,1550
wpn_brn180,ui\brn180_icon,300,100,0,0
wpn_colt1911,ui\remademeowie_icon,100,50,300,150
wpn_colt1911_anarchy,ui\remademeowie_icon,100,50,200,150
wpn_colt1911_camo,ui\remademeowie_icon,100,50,0,150
wpn_colt1911_custom,ui\remademeowie_icon,100,50,200,250
wpn_colt1911_duty,ui\remademeowie_icon,100,50,300,150
wpn_colt1911_n,ui\remademeowie_icon,100,50,300,150
wpn_cz52,ui\ui_icon_ppp,100,50,300,0
wpn_cz75,ui\ui_icon_ppp,100,50,900,350
wpn_cz75_auto,ui\ui_icon_ppp,100,50,800,50
wpn_desert_eagle,ui\ui_icon_equipment,100,50,2350,3950
wpn_desert_eagle_nimble,ui\ui_icon_deagle,100,50,0,0
wpn_dtmdr,ui\ui_icon_dtmdr,250,100,0,0
wpn_dtmdr_black,ui\ui_icon_dtmdr_black,250,100,0,0
wpn_dtmdr_black_sup,ui\ui_icon_dtmdr_black_sup,250,100,0,0
wpn_dtmdr_sup,ui\ui_icon_dtmdr,250,100,750,600
wpn_dvl10,ui\ui_icon_bas,300,100,2000,300
wpn_dvl10_m1,ui\ui_icon_bas,300,100,2000,400
wpn_eft_mts_255,ui\eft_mts_255_icon,250,100,0,0
wpn_eft_rsh12,ui\remademeowie_icon,100,50,200,300
wpn_fal,ui\ui_icon_equipment,250,100,3500,3600
wpn_fal_aus,ui\ui_icon_bas,300,100,150,600
wpn_fal_sa58_osw,ui\ui_icon_sa58,250,100,0,0
wpn_famas3,ui\ui_icon_equipment,200,100,2300,3700
wpn_fn2000,ui\ui_icon_f2000,200,100,50,150
wpn_fn2000_camo,ui\ui_icon_f2000,200,100,50,150
wpn_fn2000_custom,ui\ui_icon_f2000,200,100,50,150
wpn_fn2000_nimble,ui\ui_icon_f2000,200,100,50,50
wpn_fn57,ui\remademeowie_icon,100,50,0,300
wpn_fnc,ui\ui_icon_equipment,250,100,3250,3600
wpn_fnp45,ui\ui_icon_equipment,100,50,2350,4000
wpn_fnx45,ui\ui_icon_equipment,100,50,2850,3950
wpn_fnx45_custom,ui\ui_icon_equipment,100,50,2850,3950
wpn_fort,ui\ui_icon_ppp,100,50,900,650
wpn_fort17,ui\ui_icon_ppp,100,50,900,650
