ItemSection,Row,Column,Cell,UpgradeSection,Kit,KitName,Tier
bandit_exolight_outfit,2,3,1,up_sect_secone_exolight_1,upgr_o_3_magical,st_upgr_o_magical,3
bandit_exolight_outfit,2,3,2,up_sect_seconf_exolight_1,upgr_o_3_magical,st_upgr_o_magical,3
bandit_exolight_outfit,3,1,1,up_sect_thirda_exolight_1,upgr_o_2_utility,st_upgr_o_utility,2
bandit_exolight_outfit,3,2,1,up_sect_thirdc_exolight_1,upgr_o_2_utility,st_upgr_o_utility,2
bandit_exolight_outfit,3,3,1,up_sect_thirde_exolight_1,upgr_o_3_physical,st_upgr_o_physical,3
bandit_exolight_outfit,4,1,1,up_sect_fourta_exolight_1,upgr_o_2_utility,st_upgr_o_utility,2
bandit_exolight_outfit,4,2,1,up_sect_fourtc_exolight_1,upgr_o_2_physical,st_upgr_o_physical,2
bandit_exolight_outfit,4,2,2,up_sect_fourtd_exolight_1,upgr_o_2_physical,st_upgr_o_physical,2
bandit_exolight_outfit,4,3,1,up_sect_fourte_exolight_1,upgr_o_3_utility,st_upgr_o_utility,3
bandit_exolight_outfit,4,3,2,up_sect_fourtf_exolight_1,upgr_o_3_utility,st_upgr_o_utility,3
bandit_nbc_outfit,1,1,1,up_sect_firsta_sts_1,upgr_o_1_physical,st_upgr_o_physical,1
bandit_nbc_outfit,1,2,1,up_sect_firstc_sts_1,upgr_o_1_physical,st_upgr_o_physical,1
bandit_nbc_outfit,1,3,1,up_sect_firste_sts_1,upgr_o_1_physical,st_upgr_o_physical,1
bandit_nbc_outfit,1,3,2,up_sect_firstf_sts_1,upgr_o_1_physical,st_upgr_o_physical,1
bandit_nbc_outfit,2,1,1,up_sect_secona_sts_1,upgr_o_1_physical,st_upgr_o_physical,1
bandit_nbc_outfit,2,2,1,up_sect_seconc_sts_1,upgr_o_1_magical,st_upgr_o_magical,1
bandit_nbc_outfit,2,2,2,up_sect_second_sts_1,upgr_o_1_magical,st_upgr_o_magical,1
bandit_nbc_outfit,2,3,1,up_sect_secone_sts_1,upgr_o_1_magical,st_upgr_o_magical,1
bandit_nbc_outfit,2,3,2,up_sect_seconf_sts_1,upgr_o_1_magical,st_upgr_o_magical,1
bandit_nbc_outfit,3,1,1,up_sect_thirda_sts_1,upgr_o_1_magical,st_upgr_o_magical,1
bandit_nbc_outfit,3,2,1,up_sect_thirdc_sts_1,upgr_o_1_utility,st_upgr_o_utility,1
bandit_nbc_outfit,3,2,2,up_sect_thirdd_sts_1,upgr_o_1_utility,st_upgr_o_utility,1
bandit_nbc_outfit,3,3,1,up_sect_thirde_sts_1,upgr_o_1_utility,st_upgr_o_utility,1
bandit_nbc_outfit,4,1,1,up_sect_fourta_sts_nbc_1,upgr_o_1_magical,st_upgr_o_magical,1
bandit_nbc_outfit,4,2,1,up_sect_fourtc_sts_nbc_1,upgr_o_1_utility,st_upgr_o_utility,1
bandit_novice_outfit,1,1,1,up_sect_firsta_novice_1,upgr_o_1_physical,st_upgr_o_physical,1
bandit_novice_outfit,1,2,1,up_sect_firstc_novice_1,upgr_o_1_physical,st_upgr_o_physical,1
bandit_novice_outfit,1,3,1,up_sect_firste_novice_1,upgr_o_1_physical,st_upgr_o_physical,1
bandit_novice_outfit,2,1,1,up_sect_secona_novice_1,upgr_o_1_magical,st_upgr_o_magical,1
bandit_novice_outfit,2,2,1,up_sect_seconc_novice_1,upgr_o_1_magical,st_upgr_o_magical,1
bandit_novice_outfit,2,2,2,up_sect_second_novice_1,upgr_o_1_magical,st_upgr_o_magical,1
bandit_novice_outfit,3,1,1,up_sect_thirda_novice_1,upgr_o_1_utility,st_upgr_o_utility,1
bandit_novice_outfit_alt,1,1,1,up_sect_firsta_novice_1,upgr_o_1_physical,st_upgr_o_physical,1
bandit_novice_outfit_alt,1,2,1,up_sect_firstc_novice_1,upgr_o_1_physical,st_upgr_o_physical,1
bandit_novice_outfit_alt,1,3,1,up_sect_firste_novice_1,upgr_o_1_physical,st_upgr_o_physical,1
bandit_novice_outfit_alt,2,1,1,up_sect_secona_novice_1,upgr_o_1_magical,st_upgr_o_magical,1
bandit_novice_outfit_alt,2,2,1,up_sect_seconc_novice_1,upgr_o_1_magical,st_upgr_o_magical,1
bandit_novice_outfit_alt,2,2,2,up_sect_second_novice_1,upgr_o_1_magical,st_upgr_o_magical,1
bandit_novice_outfit_alt,3,1,1,up_sect_thirda_novice_1,upgr_o_1_utility,st_upgr_o_utility,1
bandit_ps5_outfit,1,1,1,up_sect_firsta_ps5_2,upgr_o_1_physical,st_upgr_o_physical,1
bandit_ps5_outfit,1,2,1,up_sect_firstc_ps5_2,upgr_o_2_physical,st_upgr_o_physical,2
bandit_ps5_outfit,1,3,1,up_sect_firste_ps5_2,upgr_o_2_physical,st_upgr_o_physical,2
bandit_ps5_outfit,1,3,2,up_sect_firstf_ps5_2,upgr_o_2_physical,st_upgr_o_physical,2
bandit_ps5_outfit,2,1,1,up_sect_secona_ps5_2,upgr_o_1_utility,st_upgr_o_utility,1
bandit_ps5_outfit,2,2,1,up_sect_seconc_ps5_2,upgr_o_2_magical,st_upgr_o_magical,2
bandit_ps5_outfit,2,2,2,up_sect_second_ps5_2,upgr_o_2_utility,st_upgr_o_utility,2
bandit_ps5_outfit,2,3,1,up_sect_secone_ps5_2,upgr_o_2_physical,st_upgr_o_physical,2
bandit_ps5_outfit,3,1,1,up_sect_thirda_ps5_2,upgr_o_1_utility,st_upgr_o_utility,1
bandit_ps5_outfit,3,2,1,up_sect_thirdc_ps5_2,upgr_o_2_utility,st_upgr_o_utility,2
bandit_ps5_outfit,3,3,1,up_sect_thirde_ps5_2,upgr_o_2_utility,st_upgr_o_utility,2
bandit_scientific_dark_outfit,1,1,1,up_sect_firsta_seva_2,upgr_o_1_physical,st_upgr_o_physical,1
bandit_scientific_dark_outfit,1,2,1,up_sect_firstc_seva_2,upgr_o_2_physical,st_upgr_o_physical,2
bandit_scientific_dark_outfit,1,2,2,up_sect_firstd_seva_2,upgr_o_2_physical,st_upgr_o_physical,2
bandit_scientific_dark_outfit,1,3,1,up_sect_firste_seva_2,upgr_o_2_physical,st_upgr_o_physical,2
bandit_scientific_dark_outfit,1,3,2,up_sect_firstf_seva_2,upgr_o_2_physical,st_upgr_o_physical,2
bandit_scientific_dark_outfit,2,1,1,up_sect_secona_seva_2,upgr_o_1_magical,st_upgr_o_magical,1
bandit_scientific_dark_outfit,2,2,1,up_sect_seconc_seva_2,upgr_o_2_magical,st_upgr_o_magical,2
bandit_scientific_dark_outfit,2,2,2,up_sect_second_seva_2,upgr_o_2_magical,st_upgr_o_magical,2
bandit_scientific_dark_outfit,2,3,1,up_sect_secone_seva_2,upgr_o_2_magical,st_upgr_o_magical,2
bandit_scientific_dark_outfit,2,3,2,up_sect_seconf_seva_2,upgr_o_2_magical,st_upgr_o_magical,2
bandit_scientific_dark_outfit,3,1,1,up_sect_thirda_seva_2,upgr_o_1_utility,st_upgr_o_utility,1
bandit_scientific_dark_outfit,3,2,1,up_sect_thirdc_seva_2,upgr_o_2_magical,st_upgr_o_magical,2
bandit_scientific_dark_outfit,3,2,2,up_sect_thirdd_seva_2,upgr_o_2_utility,st_upgr_o_utility,2
bandit_scientific_dark_outfit,3,3,1,up_sect_thirde_seva_2,upgr_o_2_utility,st_upgr_o_utility,2
bandit_scientific_dark_outfit,4,1,1,up_sect_fourta_seva_2,upgr_o_1_magical,st_upgr_o_magical,1
bandit_scientific_dark_outfit,4,2,1,up_sect_fourtc_seva_2,upgr_o_2_magical,st_upgr_o_magical,2
bandit_scientific_dark_outfit,4,3,1,up_sect_fourte_seva_2,upgr_o_2_utility,st_upgr_o_utility,2
bandit_scientific_outfit,1,1,1,up_sect_firsta_seva_2,upgr_o_1_physical,st_upgr_o_physical,1
bandit_scientific_outfit,1,2,1,up_sect_firstc_seva_2,upgr_o_2_physical,st_upgr_o_physical,2
bandit_scientific_outfit,1,2,2,up_sect_firstd_seva_2,upgr_o_2_physical,st_upgr_o_physical,2
bandit_scientific_outfit,1,3,1,up_sect_firste_seva_2,upgr_o_2_physical,st_upgr_o_physical,2
bandit_scientific_outfit,1,3,2,up_sect_firstf_seva_2,upgr_o_2_physical,st_upgr_o_physical,2
bandit_scientific_outfit,2,1,1,up_sect_secona_seva_2,upgr_o_1_magical,st_upgr_o_magical,1
bandit_scientific_outfit,2,2,1,up_sect_seconc_seva_2,upgr_o_2_magical,st_upgr_o_magical,2
bandit_scientific_outfit,2,2,2,up_sect_second_seva_2,upgr_o_2_magical,st_upgr_o_magical,2
bandit_scientific_outfit,2,3,1,up_sect_secone_seva_2,upgr_o_2_magical,st_upgr_o_magical,2
bandit_scientific_outfit,2,3,2,up_sect_seconf_seva_2,upgr_o_2_magical,st_upgr_o_magical,2
bandit_scientific_outfit,3,1,1,up_sect_thirda_seva_2,upgr_o_1_utility,st_upgr_o_utility,1
bandit_scientific_outfit,3,2,1,up_sect_thirdc_seva_2,upgr_o_2_magical,st_upgr_o_magical,2
bandit_scientific_outfit,3,2,2,up_sect_thirdd_seva_2,upgr_o_2_utility,st_upgr_o_utility,2
bandit_scientific_outfit,3,3,1,up_sect_thirde_seva_2,upgr_o_2_utility,st_upgr_o_utility,2
bandit_scientific_outfit,4,1,1,up_sect_fourta_seva_2,upgr_o_1_magical,st_upgr_o_magical,1
bandit_scientific_outfit,4,2,1,up_sect_fourtc_seva_2,upgr_o_2_magical,st_upgr_o_magical,2
bandit_scientific_outfit,4,3,1,up_sect_fourte_seva_2,upgr_o_2_utility,st_upgr_o_utility,2
bandit_sun_outfit,1,1,1,up_sect_firsta_sts_1,upgr_o_1_physical,st_upgr_o_physical,1
bandit_sun_outfit,1,2,1,up_sect_firstc_sts_1,upgr_o_2_physical,st_upgr_o_physical,2
bandit_sun_outfit,1,3,1,up_sect_firste_sts_1,upgr_o_2_physical,st_upgr_o_physical,2
bandit_sun_outfit,1,3,2,up_sect_firstf_sts_1,upgr_o_2_physical,st_upgr_o_physical,2
bandit_sun_outfit,2,1,1,up_sect_secona_sts_1,upgr_o_1_physical,st_upgr_o_physical,1
bandit_sun_outfit,2,2,1,up_sect_seconc_sts_1,upgr_o_2_magical,st_upgr_o_magical,2
bandit_sun_outfit,2,2,2,up_sect_second_sts_1,upgr_o_2_magical,st_upgr_o_magical,2
bandit_sun_outfit,2,3,1,up_sect_secone_sts_1,upgr_o_2_magical,st_upgr_o_magical,2
bandit_sun_outfit,2,3,2,up_sect_seconf_sts_1,upgr_o_2_magical,st_upgr_o_magical,2
bandit_sun_outfit,3,1,1,up_sect_thirda_sts_1,upgr_o_1_magical,st_upgr_o_magical,1
bandit_sun_outfit,3,2,1,up_sect_thirdc_sts_1,upgr_o_2_utility,st_upgr_o_utility,2
bandit_sun_outfit,3,2,2,up_sect_thirdd_sts_1,upgr_o_2_utility,st_upgr_o_utility,2
bandit_sun_outfit,3,3,1,up_sect_thirde_sts_1,upgr_o_2_utility,st_upgr_o_utility,2
banditmerc_outfit,1,1,1,up_sect_firsta_lcs_1,upgr_o_1_physical,st_upgr_o_physical,1
banditmerc_outfit,1,2,1,up_sect_firstc_lcs_1,upgr_o_1_physical,st_upgr_o_physical,1
banditmerc_outfit,1,2,2,up_sect_firstd_lcs_1,upgr_o_1_physical,st_upgr_o_physical,1
banditmerc_outfit,1,3,1,up_sect_firste_lcs_1,upgr_o_1_physical,st_upgr_o_physical,1
banditmerc_outfit,1,3,2,up_sect_firstf_lcs_1,upgr_o_1_physical,st_upgr_o_physical,1
banditmerc_outfit,2,1,1,up_sect_secona_lcs_1,upgr_o_1_physical,st_upgr_o_physical,1
banditmerc_outfit,2,2,1,up_sect_seconc_lcs_1,upgr_o_1_utility,st_upgr_o_utility,1
banditmerc_outfit,2,2,2,up_sect_second_lcs_1,upgr_o_1_magical,st_upgr_o_magical,1
banditmerc_outfit,2,3,1,up_sect_secone_lcs_1,upgr_o_1_magical,st_upgr_o_magical,1
banditmerc_outfit,3,1,1,up_sect_thirda_lcs_1,upgr_o_1_utility,st_upgr_o_utility,1
banditmerc_outfit,3,2,1,up_sect_thirdc_lcs_1,upgr_o_1_utility,st_upgr_o_utility,1
banditmerc_outfit,3,3,1,up_sect_thirde_lcs_1,upgr_o_1_utility,st_upgr_o_utility,1
banditmerc_outfit,4,1,1,up_sect_fourta_lcs_1,upgr_o_1_magical,st_upgr_o_magical,1
banditmerc_outfit,4,2,1,up_sect_fourtc_lcs_1,upgr_o_1_utility,st_upgr_o_utility,1
cs_exo_outfit,1,1,1,up_sect_firsta_exolight_2,upgr_o_3_physical,st_upgr_o_physical,3
cs_exo_outfit,1,2,1,up_sect_firstc_exolight_2,upgr_o_3_physical,st_upgr_o_physical,3
cs_exo_outfit,1,2,2,up_sect_firstd_exolight_2,upgr_o_3_physical,st_upgr_o_physical,3
cs_exo_outfit,1,3,1,up_sect_firste_exolight_2,upgr_o_3_physical,st_upgr_o_physical,3
cs_exo_outfit,1,3,2,up_sect_firstf_exolight_2,upgr_o_3_physical,st_upgr_o_physical,3
cs_exo_outfit,2,1,1,up_sect_secona_exolight_2,upgr_o_3_magical,st_upgr_o_magical,3
cs_exo_outfit,2,2,1,up_sect_seconc_exolight_2,upgr_o_3_magical,st_upgr_o_magical,3
cs_exo_outfit,2,2,2,up_sect_second_exolight_2,upgr_o_3_magical,st_upgr_o_magical,3
cs_exo_outfit,2,3,1,up_sect_secone_exolight_2,upgr_o_3_magical,st_upgr_o_magical,3
cs_exo_outfit,2,3,2,up_sect_seconf_exolight_2,upgr_o_3_magical,st_upgr_o_magical,3
cs_exo_outfit,3,1,1,up_sect_thirda_exolight_2,upgr_o_3_utility,st_upgr_o_utility,3
cs_exo_outfit,3,2,1,up_sect_thirdc_exolight_2,upgr_o_3_utility,st_upgr_o_utility,3
cs_exo_outfit,3,3,1,up_sect_thirde_exolight_2,upgr_o_3_physical,st_upgr_o_physical,3
cs_exo_outfit,4,1,1,up_sect_fourta_exolight_2,upgr_o_3_utility,st_upgr_o_utility,3
cs_exo_outfit,4,2,1,up_sect_fourtc_exolight_2,upgr_o_3_physical,st_upgr_o_physical,3
cs_exo_outfit,4,2,2,up_sect_fourtd_exolight_2,upgr_o_3_utility,st_upgr_o_utility,3
cs_exo_outfit,4,3,1,up_sect_fourte_exolight_2,upgr_o_3_utility,st_upgr_o_utility,3
cs_exo_outfit,4,3,2,up_sect_fourtf_exolight_2,upgr_o_3_magical,st_upgr_o_magical,3
cs_exo_outfit,5,1,1,up_sect_fiftha_exo_2,upgr_o_3_magical,st_upgr_o_magical,3
cs_exo_outfit,5,2,1,up_sect_fifthc_exo_2,upgr_o_3_utility,st_upgr_o_utility,3
cs_exo_outfit,5,2,2,up_sect_fifthd_exo_2,upgr_o_3_magical,st_upgr_o_magical,3
cs_exo_outfit,5,3,1,up_sect_fifthe_exo_2,upgr_o_3_utility,st_upgr_o_utility,3
cs_exolight_outfit,1,1,1,up_sect_firsta_exolight_2,upgr_o_2_physical,st_upgr_o_physical,2
cs_exolight_outfit,1,2,1,up_sect_firstc_exolight_2,upgr_o_2_physical,st_upgr_o_physical,2
cs_exolight_outfit,1,2,2,up_sect_firstd_exolight_2,upgr_o_2_physical,st_upgr_o_physical,2
cs_exolight_outfit,1,3,1,up_sect_firste_exolight_2,upgr_o_3_physical,st_upgr_o_physical,3
cs_exolight_outfit,1,3,2,up_sect_firstf_exolight_2,upgr_o_3_physical,st_upgr_o_physical,3
cs_exolight_outfit,2,1,1,up_sect_secona_exolight_2,upgr_o_2_magical,st_upgr_o_magical,2
cs_exolight_outfit,2,2,1,up_sect_seconc_exolight_2,upgr_o_2_magical,st_upgr_o_magical,2
cs_exolight_outfit,2,2,2,up_sect_second_exolight_2,upgr_o_2_magical,st_upgr_o_magical,2
cs_exolight_outfit,2,3,1,up_sect_secone_exolight_2,upgr_o_3_magical,st_upgr_o_magical,3
cs_exolight_outfit,2,3,2,up_sect_seconf_exolight_2,upgr_o_3_magical,st_upgr_o_magical,3
cs_exolight_outfit,3,1,1,up_sect_thirda_exolight_2,upgr_o_2_utility,st_upgr_o_utility,2
cs_exolight_outfit,3,2,1,up_sect_thirdc_exolight_2,upgr_o_2_utility,st_upgr_o_utility,2
cs_exolight_outfit,3,3,1,up_sect_thirde_exolight_2,upgr_o_3_physical,st_upgr_o_physical,3
cs_exolight_outfit,4,1,1,up_sect_fourta_exolight_2,upgr_o_2_utility,st_upgr_o_utility,2
cs_exolight_outfit,4,2,1,up_sect_fourtc_exolight_2,upgr_o_2_physical,st_upgr_o_physical,2
cs_exolight_outfit,4,2,2,up_sect_fourtd_exolight_2,upgr_o_2_utility,st_upgr_o_utility,2
cs_exolight_outfit,4,3,1,up_sect_fourte_exolight_2,upgr_o_3_utility,st_upgr_o_utility,3
cs_exolight_outfit,4,3,2,up_sect_fourtf_exolight_2,upgr_o_3_magical,st_upgr_o_magical,3
cs_heavy_outfit,1,1,1,up_sect_firsta_skat_1,upgr_o_2_physical,st_upgr_o_physical,2
cs_heavy_outfit,1,2,1,up_sect_firstc_skat_1,upgr_o_2_physical,st_upgr_o_physical,2
cs_heavy_outfit,1,2,2,up_sect_firstd_skat_1,upgr_o_2_physical,st_upgr_o_physical,2
cs_heavy_outfit,1,3,1,up_sect_firste_skat_1,upgr_o_3_physical,st_upgr_o_physical,3
cs_heavy_outfit,1,3,2,up_sect_firstf_skat_1,upgr_o_3_physical,st_upgr_o_physical,3
cs_heavy_outfit,2,1,1,up_sect_secona_skat_1,upgr_o_2_physical,st_upgr_o_physical,2
cs_heavy_outfit,2,2,1,up_sect_seconc_skat_1,upgr_o_2_magical,st_upgr_o_magical,2
cs_heavy_outfit,2,2,2,up_sect_second_skat_1,upgr_o_2_magical,st_upgr_o_magical,2
cs_heavy_outfit,2,3,1,up_sect_secone_skat_1,upgr_o_3_magical,st_upgr_o_magical,3
cs_heavy_outfit,2,3,2,up_sect_seconf_skat_1,upgr_o_3_magical,st_upgr_o_magical,3
cs_heavy_outfit,3,1,1,up_sect_thirda_skat_1,upgr_o_2_utility,st_upgr_o_utility,2
cs_heavy_outfit,3,2,1,up_sect_thirdc_skat_1,upgr_o_2_magical,st_upgr_o_magical,2
cs_heavy_outfit,3,2,2,up_sect_thirdd_skat_1,upgr_o_2_utility,st_upgr_o_utility,2
cs_heavy_outfit,3,3,1,up_sect_thirde_skat_1,upgr_o_3_utility,st_upgr_o_utility,3
cs_heavy_outfit,4,1,1,up_sect_fourta_skat_1,upgr_o_2_utility,st_upgr_o_utility,2
cs_heavy_outfit,4,2,1,up_sect_fourtc_skat_1,upgr_o_2_utility,st_upgr_o_utility,2
cs_heavy_outfit,4,3,1,up_sect_fourte_skat_1,upgr_o_3_utility,st_upgr_o_utility,3
cs_light_novice_outfit,1,1,1,up_sect_firsta_sunrise_3,upgr_o_1_utility,st_upgr_o_utility,1
cs_light_novice_outfit,1,2,1,up_sect_firstc_sunrise_3,upgr_o_1_physical,st_upgr_o_physical,1
cs_light_novice_outfit,1,2,2,up_sect_firstd_sunrise_3,upgr_o_1_physical,st_upgr_o_physical,1
cs_light_novice_outfit,1,3,1,up_sect_firste_sunrise_3,upgr_o_1_physical,st_upgr_o_physical,1
cs_light_novice_outfit,2,1,1,up_sect_secona_sunrise_3,upgr_o_1_magical,st_upgr_o_magical,1
cs_light_novice_outfit,2,2,1,up_sect_seconc_sunrise_3,upgr_o_1_magical,st_upgr_o_magical,1
cs_light_novice_outfit,2,2,2,up_sect_second_sunrise_3,upgr_o_1_magical,st_upgr_o_magical,1
cs_light_novice_outfit,2,3,1,up_sect_secone_sunrise_3,upgr_o_1_magical,st_upgr_o_magical,1
cs_light_novice_outfit,2,3,2,up_sect_seconf_sunrise_3,upgr_o_1_magical,st_upgr_o_magical,1
cs_light_novice_outfit,3,1,1,up_sect_thirda_sunrise_3,upgr_o_1_utility,st_upgr_o_utility,1
cs_light_novice_outfit,3,2,1,up_sect_thirdc_sunrise_3,upgr_o_1_utility,st_upgr_o_utility,1
cs_light_novice_outfit,3,2,2,up_sect_thirdd_sunrise_3,upgr_o_1_utility,st_upgr_o_utility,1
cs_light_novice_outfit,3,3,1,up_sect_thirde_sunrise_3,upgr_o_1_utility,st_upgr_o_utility,1
cs_light_outfit,1,1,1,up_sect_firsta_lcs_1,upgr_o_1_physical,st_upgr_o_physical,1
cs_light_outfit,1,2,1,up_sect_firstc_lcs_1,upgr_o_1_physical,st_upgr_o_physical,1
cs_light_outfit,1,2,2,up_sect_firstd_lcs_1,upgr_o_1_physical,st_upgr_o_physical,1
cs_light_outfit,1,3,1,up_sect_firste_lcs_1,upgr_o_1_physical,st_upgr_o_physical,1
cs_light_outfit,1,3,2,up_sect_firstf_lcs_1,upgr_o_1_physical,st_upgr_o_physical,1
cs_light_outfit,2,1,1,up_sect_secona_lcs_1,upgr_o_1_physical,st_upgr_o_physical,1
cs_light_outfit,2,2,1,up_sect_seconc_lcs_1,upgr_o_1_utility,st_upgr_o_utility,1
cs_light_outfit,2,2,2,up_sect_second_lcs_1,upgr_o_1_magical,st_upgr_o_magical,1
cs_light_outfit,2,3,1,up_sect_secone_lcs_1,upgr_o_1_magical,st_upgr_o_magical,1
